repo,pr_number,commit,initial_flag,refactoring_type
apache/flink,7971,da35b442217cef0efed8e6bca41a02792501e6ed,True,
apache/flink,7971,0f5934e2771e94c2fb5ab2571b606df415603f1d,False,
apache/flink,7971,f78e481f34c9e30de3a0d2816dd1c8de5db9a452,False,Rename Parameter
apache/flink,7971,aec6a1366bdaa9c613bb98e559895ea9c2b25209,False,Rename Method
apache/dubbo,3299,770c252549d6a22dd682f1d051b2b4ac4d31be53,True,
apache/dubbo,3299,e2e550096a859a1496abe489f6e98c49418390b4,True,
apache/dubbo,3299,9cb5f96a5fe3f7df1daa9cba6b15e17d406949f7,False,Replace Variable With Attribute
apache/dubbo,3299,9cb5f96a5fe3f7df1daa9cba6b15e17d406949f7,False,Replace Variable With Attribute
apache/dubbo,3299,9cb5f96a5fe3f7df1daa9cba6b15e17d406949f7,False,Replace Variable With Attribute
apache/dubbo,3299,9cb5f96a5fe3f7df1daa9cba6b15e17d406949f7,False,Replace Variable With Attribute
apache/dubbo,3299,2393ea120e3f5c9c021a00e2e02ba01e03d5acce,False,Replace Variable With Attribute
apache/dubbo,3299,2393ea120e3f5c9c021a00e2e02ba01e03d5acce,False,Change Variable Type
apache/fluo,837,e37c22bb8ef708815c83398287331a42bd737c22,True,
apache/fluo,837,48587dcc24b4693edcf32cdd3ef8bfb99f48ebb7,False,Rename Method
apache/fluo,837,48587dcc24b4693edcf32cdd3ef8bfb99f48ebb7,False,Rename Method
apache/fluo,837,48587dcc24b4693edcf32cdd3ef8bfb99f48ebb7,False,Change Parameter Type
apache/fluo,837,48587dcc24b4693edcf32cdd3ef8bfb99f48ebb7,False,Rename Method
apache/fluo,837,48587dcc24b4693edcf32cdd3ef8bfb99f48ebb7,False,Change Parameter Type
apache/fluo,837,48587dcc24b4693edcf32cdd3ef8bfb99f48ebb7,False,Rename Method
apache/fluo,837,48587dcc24b4693edcf32cdd3ef8bfb99f48ebb7,False,Rename Method
apache/fluo,837,48587dcc24b4693edcf32cdd3ef8bfb99f48ebb7,False,Rename Method
apache/fluo,837,48587dcc24b4693edcf32cdd3ef8bfb99f48ebb7,False,Rename Method
apache/beam,4460,ea45b814e075f7ed4508d2df988e1e74abcb84ea,True,Change Return Type
apache/beam,4460,ea45b814e075f7ed4508d2df988e1e74abcb84ea,True,Change Parameter Type
apache/beam,4460,ea45b814e075f7ed4508d2df988e1e74abcb84ea,True,Change Return Type
apache/beam,4460,ea45b814e075f7ed4508d2df988e1e74abcb84ea,True,Change Return Type
apache/beam,4460,ea45b814e075f7ed4508d2df988e1e74abcb84ea,True,Change Return Type
apache/beam,4460,ea45b814e075f7ed4508d2df988e1e74abcb84ea,True,Change Return Type
apache/beam,4460,ea45b814e075f7ed4508d2df988e1e74abcb84ea,True,Change Attribute Type
apache/beam,4460,ea45b814e075f7ed4508d2df988e1e74abcb84ea,True,Change Parameter Type
apache/beam,4460,ea45b814e075f7ed4508d2df988e1e74abcb84ea,True,Change Parameter Type
apache/beam,4460,ea45b814e075f7ed4508d2df988e1e74abcb84ea,True,Change Variable Type
apache/beam,4460,ea45b814e075f7ed4508d2df988e1e74abcb84ea,True,Change Variable Type
apache/beam,4460,ea45b814e075f7ed4508d2df988e1e74abcb84ea,True,Change Return Type
apache/beam,4460,ea45b814e075f7ed4508d2df988e1e74abcb84ea,True,Change Return Type
apache/beam,4460,0496d801bbc597382df7d1f301f430bf86dae580,False,Change Variable Type
apache/beam,4460,0496d801bbc597382df7d1f301f430bf86dae580,False,Change Variable Type
apache/beam,4460,4a67f6d4eeeee05066bb83766abe79e853fd865f,False,
apache/beam,4460,faefd36b73eb29d0161fbd198459748436ab91ca,False,
apache/beam,4460,545a32e13d6840fc4e394f63c1ed599c4d3e1807,False,
apache/beam,4460,7f8201755cbb97ab0731b9f82feb823109592cc2,False,
apache/flink,7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Return Type
apache/flink,7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Return Type
apache/flink,7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Extract Attribute
apache/flink,7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Rename Attribute
apache/flink,7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Attribute Type
apache/flink,7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Return Type
apache/flink,7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Return Type
apache/flink,7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Variable Type
apache/flink,7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Variable Type
apache/flink,7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Variable Type
apache/flink,7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Variable Type
apache/flink,7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Variable Type
apache/flink,7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Variable Type
apache/flink,7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Variable Type
apache/flink,7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Variable Type
apache/flink,7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Return Type
apache/flink,7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Return Type
apache/flink,7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Return Type
apache/flink,7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Attribute Type
apache/flink,7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Return Type
apache/flink,7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Rename Method
apache/flink,7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Rename Attribute
apache/flink,7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Attribute Type
apache/flink,7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Extract Attribute
apache/flink,7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Rename Attribute
apache/flink,7970,87921bc9183ddee5156fb4a90b52bcc6bc62904b,True,Change Attribute Type
apache/flink,7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Rename Class
apache/flink,7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Attribute Type
apache/flink,7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Return Type
apache/flink,7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Attribute Type
apache/flink,7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Return Type
apache/flink,7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Return Type
apache/flink,7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Rename Attribute
apache/flink,7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Attribute Type
apache/flink,7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Return Type
apache/flink,7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Return Type
apache/flink,7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Variable Type
apache/flink,7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Variable Type
apache/flink,7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Variable Type
apache/flink,7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Variable Type
apache/flink,7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Variable Type
apache/flink,7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Variable Type
apache/flink,7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Variable Type
apache/flink,7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Variable Type
apache/flink,7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Return Type
apache/flink,7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Attribute Type
apache/flink,7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Parameter Type
apache/flink,7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Return Type
apache/flink,7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Return Type
apache/flink,7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Attribute Type
apache/flink,7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Return Type
apache/flink,7970,859fcd1bcc97b40b3225053b935fd3ea4999548d,False,Change Attribute Type
apache/samza,1030,71b21651670396f1cd833c93608eefd1ad7cc9f5,True,
apache/samza,1030,1519fc80ba6104104440727957c7a120db4d2626,False,Rename Variable
apache/kafka,5194,bf09e38f16a0efbe1dc194cb5e0c8914d9a94794,True,Move Class
apache/kafka,5194,3cf197acdd8f96eb184057402b6c89f9f4dbf6b5,False,Move Class
apache/kafka,5194,3cf197acdd8f96eb184057402b6c89f9f4dbf6b5,False,Move Class
apache/kafka,5194,128b9a8ccdfa0694443642b242d9d752dec711c4,False,
apache/kafka,5194,b324fba4db992215ffdbb1a4ca5e9fad139f3d29,False,
apache/flink,7945,d5e062fb287ce8a4fa60a7aff367b95425889ac3,True,Change Attribute Type
apache/flink,7945,d5e062fb287ce8a4fa60a7aff367b95425889ac3,True,Change Parameter Type
apache/flink,7945,d5e062fb287ce8a4fa60a7aff367b95425889ac3,True,Extract Superclass
apache/flink,7945,42d2f013233d5d7bbc8cb7235bd322e6e3c5fef6,False,Change Return Type
apache/flink,7945,97dc621e0c7fc5f8cf57c19a0a21b4cb3a27967a,False,Rename Class
apache/flink,7945,97dc621e0c7fc5f8cf57c19a0a21b4cb3a27967a,False,Change Attribute Type
apache/flink,7945,97dc621e0c7fc5f8cf57c19a0a21b4cb3a27967a,False,Change Parameter Type
apache/flink,7945,97dc621e0c7fc5f8cf57c19a0a21b4cb3a27967a,False,Change Parameter Type
apache/flink,7945,97dc621e0c7fc5f8cf57c19a0a21b4cb3a27967a,False,Rename Method
apache/flink,7945,97dc621e0c7fc5f8cf57c19a0a21b4cb3a27967a,False,Change Parameter Type
apache/flink,7945,97dc621e0c7fc5f8cf57c19a0a21b4cb3a27967a,False,Change Parameter Type
apache/flink,7945,f71ae067a091c8ddbfa86ceac6cd3d3c164500b4,False,Move And Rename Class
apache/flink,7945,f71ae067a091c8ddbfa86ceac6cd3d3c164500b4,False,Move And Rename Class
apache/flink,7945,f71ae067a091c8ddbfa86ceac6cd3d3c164500b4,False,Rename Class
apache/flink,9143,61fa293f3d16f5f6f3d6b0e99bc392a2ba5b967e,True,
apache/flink,9143,f9d2fe669ceb5e82375ce22fc9bcabafd44948ff,False,Rename Variable
apache/flink,9143,f9d2fe669ceb5e82375ce22fc9bcabafd44948ff,False,Rename Variable
apache/flink,9143,b99556d9f1e022766e6d281d6e507a74539a08ef,False,Rename Method
apache/dubbo,2279,f6dbac583b42815771b7fba029120fafccddb064,True,
apache/dubbo,2279,c5ba50bb49395b29518d8c48707e0a1e160ffccc,True,
apache/dubbo,2279,55fe6ff12e112728808ce921bafa9f98f8302db9,False,Change Variable Type
apache/dubbo,2279,55fe6ff12e112728808ce921bafa9f98f8302db9,False,Rename Variable
apache/dubbo,2279,9328d1557394463b56d705d574b469db23829e2e,False,Rename Method
apache/dubbo,2279,9328d1557394463b56d705d574b469db23829e2e,False,Rename Method
apache/commons-text,39,18969d7d862264e3b5267ba170cf60645863ad19,True,Change Variable Type
apache/commons-text,39,18969d7d862264e3b5267ba170cf60645863ad19,True,Change Variable Type
apache/commons-text,39,18969d7d862264e3b5267ba170cf60645863ad19,True,Rename Variable
apache/commons-text,39,18969d7d862264e3b5267ba170cf60645863ad19,True,Rename Variable
apache/commons-text,39,18969d7d862264e3b5267ba170cf60645863ad19,True,Change Variable Type
apache/commons-text,39,18969d7d862264e3b5267ba170cf60645863ad19,True,Change Variable Type
apache/commons-text,39,18969d7d862264e3b5267ba170cf60645863ad19,True,Rename Variable
apache/commons-text,39,18969d7d862264e3b5267ba170cf60645863ad19,True,Rename Variable
apache/commons-text,39,18969d7d862264e3b5267ba170cf60645863ad19,True,Change Variable Type
apache/commons-text,39,18969d7d862264e3b5267ba170cf60645863ad19,True,Change Variable Type
apache/commons-text,39,18969d7d862264e3b5267ba170cf60645863ad19,True,Rename Variable
apache/commons-text,39,18969d7d862264e3b5267ba170cf60645863ad19,True,Rename Variable
apache/commons-text,39,ed55131f3679c12b53b45aae3000a7759dcfe4f0,False,Extract Variable
apache/commons-text,39,d58d0146ffa505f7df86197d9180558f2c0de25b,False,
apache/hadoop,942,5c923db06d3b5c1a89cc164cca72502bbee1dbda,True,
apache/hadoop,942,7f4c80159c86e8e11f46d2b7087acfe70a90ab72,False,Extract Method
apache/hadoop,942,a4f425c743b5d945fdd594f3ab3ca5005798e8f6,False,
apache/hadoop,942,8eb47c74c0ea3c778a306e8d87738a1446af6276,False,
apache/hadoop,942,8f9824ec162336855b838d2f73fab94514f5b048,False,
apache/incubator-pinot,479,8c64060428435c6066ec935ee56af6cafcc64c5d,True,
apache/incubator-pinot,479,1cc4d03dec01dad07e613daae5d8cb284db58673,True,
apache/incubator-pinot,479,5912a707f2bae50fed231f56f9628e1a9aefd552,False,Extract Variable
apache/brooklyn-server,1049,8c55a3de3c36587e36347482e8170526f6a5f4b3,True,
apache/brooklyn-server,1049,164c8edeacab3dbbaaceb85fcad60a1037dd4a16,True,
apache/brooklyn-server,1049,d8fceab5792ab0f3586484a07ac3eeada10348e8,False,Split Attribute
apache/samza,1051,85157d8e85b7b1368c359027fc34bcf558e15731,True,Move And Rename Class
apache/samza,1051,85157d8e85b7b1368c359027fc34bcf558e15731,True,Change Variable Type
apache/samza,1051,85157d8e85b7b1368c359027fc34bcf558e15731,True,Change Variable Type
apache/samza,1051,85157d8e85b7b1368c359027fc34bcf558e15731,True,Change Parameter Type
apache/samza,1051,85157d8e85b7b1368c359027fc34bcf558e15731,True,Change Parameter Type
apache/samza,1051,85157d8e85b7b1368c359027fc34bcf558e15731,True,Change Parameter Type
apache/samza,1051,85157d8e85b7b1368c359027fc34bcf558e15731,True,Change Variable Type
apache/samza,1051,85157d8e85b7b1368c359027fc34bcf558e15731,True,Change Variable Type
apache/samza,1051,85157d8e85b7b1368c359027fc34bcf558e15731,True,Change Variable Type
apache/samza,1051,0fcadfd3b67b27ba655aad7cd5a19fb66c369ea6,False,Rename Class
apache/beam,4407,87526161f9acccaeec649df5ab5ff1b7552b5b5c,True,
apache/beam,4407,c637ed7764b16ee79b6c656b31d9d2452e411582,False,Extract Variable
apache/kafka,5784,97d09cc38788eda102eb0379f55e34c6a1d6d4ef,True,Change Variable Type
apache/kafka,5784,97d09cc38788eda102eb0379f55e34c6a1d6d4ef,True,Change Variable Type
apache/kafka,5784,97d09cc38788eda102eb0379f55e34c6a1d6d4ef,True,Change Return Type
apache/kafka,5784,97d09cc38788eda102eb0379f55e34c6a1d6d4ef,True,Change Attribute Type
apache/kafka,5784,97d09cc38788eda102eb0379f55e34c6a1d6d4ef,True,Change Parameter Type
apache/kafka,5784,97d09cc38788eda102eb0379f55e34c6a1d6d4ef,True,Change Variable Type
apache/kafka,5784,97d09cc38788eda102eb0379f55e34c6a1d6d4ef,True,Change Variable Type
apache/kafka,5784,97d09cc38788eda102eb0379f55e34c6a1d6d4ef,True,Change Variable Type
apache/kafka,5784,97d09cc38788eda102eb0379f55e34c6a1d6d4ef,True,Change Variable Type
apache/kafka,5784,97d09cc38788eda102eb0379f55e34c6a1d6d4ef,True,Rename Variable
apache/kafka,5784,97d09cc38788eda102eb0379f55e34c6a1d6d4ef,True,Change Variable Type
apache/kafka,5784,97d09cc38788eda102eb0379f55e34c6a1d6d4ef,True,Change Attribute Type
apache/kafka,5784,97d09cc38788eda102eb0379f55e34c6a1d6d4ef,True,Change Parameter Type
apache/kafka,5784,f1dad89491f3ad473ba9efd4a1ab3b9ee487542c,False,Rename Method
apache/servicecomb-java-chassis,346,bad5fe84f54f04ef1670c7b50f44bd8ca5cd2826,True,
apache/servicecomb-java-chassis,346,33e793d7eec17b178130c9374be4771b6bd73f5c,False,Extract Method
apache/tomee,275,d9563f82ca7852995f31dacf04956d84120ac65c,True,
apache/tomee,275,4c186420b2148854974e3c79ce563918e17b2454,True,
apache/tomee,275,8966898c8533a08d6a330cbaf4f48c7e593993df,False,Change Variable Type
apache/kafka,5423,b6553a70c9f86b4422747cf6023d845cece0877d,True,
apache/kafka,5423,56fc052c29d3f0b0bfd1f5b320d1fe6c79c499e8,False,Change Variable Type
apache/beam,4458,b0ea39bb368454ca44f5d775042f01df5dacd740,True,
apache/beam,4458,62693cbca70283b41f9446c102fad4a0f087fa7f,False,Extract Attribute
apache/kafka,7132,b2bb961f1c1d258673685a6a3b14e00ef7bd72cb,True,
apache/kafka,7132,23303c20f3c74afb97767c5941d2ffffcee450cd,False,Rename Method
apache/dubbo,3185,26b07ca67743362bcd11234fa4cccacbed7fd028,True,
apache/dubbo,3185,525fde91efd34881591efd0182cd6205e031da98,False,Inline Method
apache/beam,6261,596dae5130d42b2123287e7b6670367bb964c0af,True,
apache/beam,6261,dbdacba72040f6262d84be96a1aa351b85492ddc,False,
apache/beam,6261,0ba028dd7b668fec66d99db93331b348920c0183,False,Change Attribute Type
apache/beam,6261,0ba028dd7b668fec66d99db93331b348920c0183,False,Change Attribute Type
apache/beam,6261,0ba028dd7b668fec66d99db93331b348920c0183,False,Extract Class
apache/beam,6261,0ba028dd7b668fec66d99db93331b348920c0183,False,Extract Class
apache/beam,6261,0ba028dd7b668fec66d99db93331b348920c0183,False,Move Method
apache/beam,6261,0ba028dd7b668fec66d99db93331b348920c0183,False,Move Attribute
apache/beam,6261,0ba028dd7b668fec66d99db93331b348920c0183,False,Move Attribute
apache/beam,6261,0ba028dd7b668fec66d99db93331b348920c0183,False,Move Attribute
apache/beam,6261,0ba028dd7b668fec66d99db93331b348920c0183,False,Move Attribute
apache/beam,6261,0ba028dd7b668fec66d99db93331b348920c0183,False,Move Method
apache/beam,6261,0ba028dd7b668fec66d99db93331b348920c0183,False,Move Method
apache/beam,6261,0ba028dd7b668fec66d99db93331b348920c0183,False,Move Attribute
apache/beam,6261,0ba028dd7b668fec66d99db93331b348920c0183,False,Move Attribute
apache/beam,6261,2c7e0eaf6336fbcb906dc4219ebb2b6d40cf905b,False,
apache/beam,6261,d1fed6fb5ee1f868479e4a09234b97cec4a4c241,False,
apache/beam,6261,35d809e9a45133d0d8b68b4a170c7ddfae3999cc,False,Extract Method
apache/beam,6261,35d809e9a45133d0d8b68b4a170c7ddfae3999cc,False,Extract And Move Method
apache/beam,6261,5f42422f59fb302e78da96866ce524649760d560,False,
apache/beam,6261,5ee970b24a789f4161af977defcfdaf1abbe713c,False,
apache/beam,6261,7a758762a2c540af0b3c5e93715c5d0f31b523d4,False,
apache/beam,6261,92a055c304df56d988fc9a9ab6572b4408389327,False,
apache/beam,6261,efe71a87d08db5fdb8ce85d4167c5a495ddc6e82,False,
apache/beam,6261,06fe2aae1d83d42fd74d494f75de4bece52f40e6,False,
apache/beam,6261,324714570d36c96ce85811ddd55d92730c6d17c8,False,
apache/beam,6261,a425fd3b04f0403ff8bb845328e9f690301822d9,False,
apache/beam,6261,4f14692dd6cd0efedb7a705930cff6a2ed23df46,False,
apache/cloudstack,2071,4bb7ffe2cf99a1a1c37048683631eabc459ab5ec,True,Change Package
apache/cloudstack,2071,4bb7ffe2cf99a1a1c37048683631eabc459ab5ec,True,Move Class
apache/cloudstack,2071,4bb7ffe2cf99a1a1c37048683631eabc459ab5ec,True,Move Class
apache/cloudstack,2071,4bb7ffe2cf99a1a1c37048683631eabc459ab5ec,True,Change Package
apache/cloudstack,2071,4bb7ffe2cf99a1a1c37048683631eabc459ab5ec,True,Move Class
apache/cloudstack,2071,4bb7ffe2cf99a1a1c37048683631eabc459ab5ec,True,Move Class
apache/cloudstack,2071,20c67ac2aac2e4c8313a3ddf371403ea80ede97f,False,Change Package
apache/cloudstack,2071,20c67ac2aac2e4c8313a3ddf371403ea80ede97f,False,Move Class
apache/cloudstack,2071,20c67ac2aac2e4c8313a3ddf371403ea80ede97f,False,Move Class
apache/cloudstack,2071,ae4e571d510fa7fae74229c8eb550aead36b866b,False,Move Class
apache/cloudstack,2071,ae4e571d510fa7fae74229c8eb550aead36b866b,False,Move Class
apache/cloudstack,3454,db8172bc7559fa5213a2db74550848ed84984a9f,True,Extract Method
